sample_id,field_ID,water_factor,skeleton,fine_earth_kgdm3,fine_earth_g,bulkdensity_gcm3,soil_moisture,class,road_class,urbimpact,profile_info,P_HNO3total_40_gkg,P_HNO3total_105_gkg,P_total_HNO3_gm2,P_HNO3total_105_mgkg,p_total_multiacid_40_mgkg,p_total_multiacid_105_mgkg,p_total_multiacid_105_gkg,p_total_multiacid_gm2,P_total_HNO3_gm2_pred,P_total_HNO3_gm2_filled,exch_Ca_stocks_gm2,exch_ca_105_cmolkg,ECEC_105,pH,SOCf_gkg,SOC_kgm2,C_N,farms,p_available_40_gkg,p_SOM_40_gkg,p_Ca_40_gkg,p_OCC_40_gkg,pavail_status,psom_status,pca_status,pocc_status,pavail_ge_loq,psom_ge_loq,pca_ge_loq,pocc_ge_loq,p_available_40_gkg_q,p_SOM_40_gkg_q,p_Ca_40_gkg_q,p_OCC_40_gkg_q,n_fractions_ge_loq,all4_ge_loq,frac_ge_loq_list,p_available_105_gkg,p_available_105_mgkg,p_available_gm2,p_available_gm2_lod0,p_SOM_105_gkg,p_SOM_105_mgkg,p_SOM_gm2,p_SOM_gm2_lod0,p_Ca_105_gkg,p_Ca_105_mgkg,p_Ca_gm2,p_Ca_gm2_lod0,p_OCC_105_gkg,p_OCC105_mgkg,p_OCC_gm2,p_OCC_gm2_lod0,p_avail_pct_HNO3,p_SOM_pct_HNO3,p_Ca_pct_HNO3,p_OCC_pct_HNO3,p_sum_pct_HNO3,flag_over100,p_EXT_total_gkg,p_EXT_total_gm2,p_EXT_total_gm2_lod0,p_avail_PERCENT_sumtotalP,p_avail_PERCENT_sumtotalP_lod0,p_SOM_PERCENT_sumtotalP,p_SOM_PERCENT_sumtotalP_lod0,p_Ca_PERCENT_sumtotalP,p_Ca_PERCENT_sumtotalP_lod0,p_OCC_PERCENT_sumtotalP,p_OCC_PERCENT_sumtotalP_lod0
1,abira 1a,1.015,11.32,1.13,289.3931509,1.28,1.498601143,Short-duration,High-intensity,Mild,,0.218801315,0.222080274,25.09507096,222.080274,NA,NA,NA,NA,NA,25.09507096,114.001064,4.765145413,6.44,5.5,17.72,2.01,11.61,abira1,0.005421941,NA,0.01956439,0.077082543,LOD–LOQ,NA,>=LOQ,>=LOQ,FALSE,FALSE,TRUE,TRUE,NA,NA,0.01956439,0.077082543,2,FALSE,PCa+POCC,0.00550327,5.503270115,0.621869523,0.621869523,NA,NA,NA,NA,0.019857856,19.85785585,2.243937711,2.243937711,0.078238781,78.23878115,8.840982269,8.840982269,2.478054451,NA,8.941746825,35.22995525,46.64975652,FALSE,0.103599907,11.7067895,11.7067895,5.312041553,5.312041553,NA,NA,19.16783171,19.16783171,75.52012673,75.52012673
2,abira 1b,1.02,24.07,0.85,218.001346,1.12,1.967260325,Short-duration,High-intensity,Mild,,NA,NA,NA,NA,391,398.82,0.39882,33.8997,32.37105586,32.37105586,201.0585044,11.15626378,14.43,6.39,31.32,2.68,9.8,abira1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
3,abira 1c,1.011,14.78,1.2,305.5182212,1.4,1.090533598,Short-duration,High-intensity,Mild,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.52402647,3.148594599,4.84,4.99,14.67,1.76,12.65,abira1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
4,abira 2a,1.007,13.02,1.29,328.7181305,1.48,0.736761771,Short-duration,High-intensity,Mild,,0.115711575,0.116564093,15.036768,116.564093,NA,NA,NA,NA,NA,15.036768,42.68108356,1.5706061,2.9,4.93,9.1,1.17,13.37,abira2,0.005265507,NA,0.007074961,0.074079187,LOD–LOQ,NA,LOD–LOQ,>=LOQ,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,0.074079187,1,FALSE,POCC,0.005302366,5.302365549,0.684005156,0.684005156,NA,NA,NA,NA,0.007124486,7.124485727,0.919058659,0.919058659,0.074597741,74.59774131,9.623108629,9.623108629,4.548884148,NA,6.112075806,63.99718763,74.65814759,FALSE,0.087024593,11.22617244,11.22617244,6.09295073,6.09295073,NA,NA,8.186749878,8.186749878,85.72029939,85.72029939
5,abira 2b,1.009,9.71,1.39,353.7131931,1.53,0.937710816,Short-duration,High-intensity,Mild,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.2361859,3.120120481,4.67,6.06,12.27,1.7,11.53,abira2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
6,abira 2c,1.007,13.09,1.29,329.2775362,1.48,0.690136302,Short-duration,High-intensity,Mild,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.0556012,2.793988421,3.76,5.29,13.05,1.68,13.77,abira2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
7,abira 3a,1.011,27.7,1.01,257.0399874,1.39,1.08543914,Short-duration,High-intensity,Mild,,0.265611841,0.268494896,27.1179845,268.494896,NA,NA,NA,NA,NA,27.1179845,107.9098314,5.078270432,6.7,6.63,12.72,1.28,12.14,abira3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
8,abira 3b,1.029,26.27,1.06,269.9677501,1.42,2.853025937,Short-duration,High-intensity,Mild,,0.281635615,0.289670752,30.70509971,289.670752,NA,NA,NA,NA,NA,30.70509971,110.4051042,4.946895845,6.95,5.79,17.99,1.9,11.2,abira3,0.009932805,NA,0.018418374,0.11326225,LOD–LOQ,NA,>=LOQ,>=LOQ,FALSE,FALSE,TRUE,TRUE,NA,NA,0.018418374,0.11326225,2,FALSE,PCa+POCC,0.010220856,10.22085635,1.083410773,1.083410773,NA,NA,NA,NA,0.018952507,18.95250685,2.008965726,2.008965726,0.116546855,116.5468553,12.35396666,12.35396666,3.528439193,NA,6.542775449,40.23425025,50.30546489,FALSE,0.145720218,15.44634315,15.44634315,7.014027603,7.014027603,NA,NA,13.0060928,13.0060928,79.97987959,79.97987959
9,abira 3c,1.019,30.19,1.06,270.8683763,1.51,1.864973594,Short-duration,High-intensity,Mild,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.48269191,3.772810055,5.36,5.85,12.66,1.34,12.78,abira3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
10,aduabeng 1a(OFF GRID),1.013,45.24,0.74,188.7684717,1.34,1.282803361,Short-duration,Low-intensity,Weak,,0.246315286,0.249475026,18.46115192,249.475026,NA,NA,NA,NA,NA,18.46115192,95.81368661,6.139791069,8.76,6.06,19,1.41,9.94,aduabeng1,0.007774569,0.007382053,0.038350974,0.173316144,LOD–LOQ,<LOD,>=LOQ,>=LOQ,FALSE,FALSE,TRUE,TRUE,NA,NA,0.038350974,0.173316144,2,FALSE,PCa+POCC,0.007875638,7.875638397,0.582797241,0.582797241,0.00747802,7.478019689,0.553373457,0,0.038849537,38.84953666,2.874865713,2.874865713,0.175569253,175.5692534,12.99212475,12.99212475,3.156884488,2.997502319,15.57251533,70.37548254,92.10238467,FALSE,0.229772448,17.00316116,16.4497877,3.427581706,3.542886096,3.2545328,0,16.90783076,17.47661286,76.41005473,78.98050105
11,aduabeng 1b(OFF GRID),1.017,41.33,0.73,187.0270107,1.24,1.717927945,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.9632283,11.31613064,15.05,6.75,26.99,1.98,9.11,aduabeng1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
12,aduabeng 1c(OFF GRID),1.019,29.62,1.01,258.564865,1.43,1.862254192,Short-duration,Low-intensity,Weak,,0.309984449,0.315757147,31.89147185,315.757147,NA,NA,NA,NA,NA,31.89147185,183.9037922,8.60352997,11.71,6.56,23.82,2.41,10.09,aduabeng1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
13,aduabeng 2a(OFF GRID),1.01,23.46,1.21,308.3705464,1.58,0.979164071,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.57249131,2.768331283,4.06,4.87,13.79,1.67,10.4,aduabeng2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
14,aduabeng 2b(OFF GRID),1.014,0.49,1.34,341.2537948,1.34,1.43183907,Short-duration,Low-intensity,Weak,,0.257461755,0.261148193,34.99385786,261.148193,NA,NA,NA,NA,NA,34.99385786,131.7568322,4.670368589,6.21,5.51,15.57,2.08,9.92,aduabeng2,0.003820698,0.005943059,6.80E-05,0.191259004,LOD–LOQ,<LOD,<LOD,>=LOQ,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,0.191259004,1,FALSE,POCC,0.003874188,3.874187772,0.519141161,0.519141161,0.006026262,6.026261826,0.807519085,0,6.89E-05,0.068933444,0.009237081,0,0.19393663,193.9366301,25.98750843,25.98750843,1.483520804,2.307602345,0.026396294,74.26305648,78.08057592,FALSE,0.203906013,27.32340576,26.50664959,1.899987015,1.958531801,2.955411532,0,0.033806479,0,95.11079497,98.0414682
15,aduabeng 2c(OFF GRID),1.021,2.08,1.32,337.7308421,1.35,2.051680526,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.78463185,3.144150101,4.43,4.97,14.9,1.97,10.11,aduabeng2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
16,aduabeng 3a(OFF GRID),1.01,12.56,1.19,303.8351903,1.36,1.021872965,Short-duration,Low-intensity,Weak,,0.215914915,0.218121291,25.95643363,218.121291,NA,NA,NA,NA,NA,25.95643363,78.47719762,3.124358894,4.3,5.48,13.14,1.57,10.84,aduabeng3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
17,aduabeng 3b(OFF GRID),1.017,5.4,1.28,326.2792054,1.35,1.667527235,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.3471509,5.314411405,6.99,5.87,15.78,2.02,9.9,aduabeng3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
18,aduabeng 3c(OFF GRID),1.03,41.79,0.88,224.7166417,1.49,3.040877742,Short-duration,Low-intensity,Weak,,0.213184073,0.21966674,19.33067312,219.66674,NA,NA,NA,NA,NA,19.33067312,22.92156755,1.233856293,2.42,4.95,10.16,0.89,11.35,aduabeng3,0.004786466,0.003613061,NA,0.099441271,LOD–LOQ,<LOD,NA,>=LOQ,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,0.099441271,1,FALSE,POCC,0.004930059,4.930059465,0.433845233,0.433845233,0.003721453,3.72145283,0.327487849,0,NA,NA,NA,NA,0.102424509,102.4245091,9.013356803,9.013356803,2.244335881,1.694135776,NA,46.62722683,50.56569849,FALSE,0.111076021,9.774689885,9.447202036,4.438455215,4.592314542,3.350365617,0,NA,NA,92.21117917,95.40768546
19,adumanafo 1a,1.009,4.65,1.38,351.2398226,1.44,0.925344232,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.0505779,4.823215405,6.12,6.85,10.52,1.45,11.62,adumanafo1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
20,adumanafo 1b,1.011,6.73,1.21,309.5245999,1.3,1.148664807,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.795113,7.417291659,9.57,6.87,17.53,2.13,10.82,adumanafo1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
21,adumanafo 1c,1.01,4.84,1.43,364.5632859,1.5,0.96189446,Short-duration,Low-intensity,Weak,,0.133907534,0.135195583,19.33296837,135.195583,NA,NA,NA,NA,NA,19.33296837,91.07972405,3.022068317,4.03,5.56,11.36,1.62,10.72,adumanafo1,0.004027197,NA,0.016842217,0.069916292,LOD–LOQ,NA,>=LOQ,>=LOQ,FALSE,FALSE,TRUE,TRUE,NA,NA,0.016842217,0.069916292,2,FALSE,PCa+POCC,0.004067469,4.06746897,0.581648063,0.581648063,NA,NA,NA,NA,0.017010639,17.01063917,2.432521401,2.432521401,0.070615455,70.61545492,10.09801005,10.09801005,3.008581257,NA,12.58224477,52.23207249,67.82289852,FALSE,0.091693563,13.11217952,13.11217952,4.435937305,4.435937305,NA,NA,18.55161759,18.55161759,77.01244511,77.01244511
22,adumanafo 2a,1.008,13.69,1.3,331.5344367,1.5,0.77686148,Short-duration,Low-intensity,Weak,,0.183127454,0.184550101,23.99151313,184.550101,199,200.592,0.200592,26.07696,24.90106782,23.99151313,113.3834024,4.136912559,5.63,6.59,11.72,1.52,10.39,adumanafo2,0.004866517,NA,0.019068849,0.107095133,LOD–LOQ,NA,>=LOQ,>=LOQ,FALSE,FALSE,TRUE,TRUE,NA,NA,0.019068849,0.107095133,2,FALSE,PCa+POCC,0.004905449,4.905449136,0.637708388,0.637708388,NA,NA,NA,NA,0.0192214,19.22139979,2.498781973,2.498781973,0.107951894,107.9518941,14.03374623,14.03374623,2.658058223,NA,10.4152746,58.49462746,71.56796029,FALSE,0.132078743,17.17023659,17.17023659,3.714033784,3.714033784,NA,NA,14.5529851,14.5529851,81.73298111,81.73298111
23,adumanafo 2b,1.007,4,1.34,342.0140359,1.4,0.735631832,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.8429557,4.16787993,5.56,7.01,11.2,1.5,10.66,adumanafo2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
24,adumanafo 2c,1.015,14.24,0.96,243.7665773,1.11,1.50284042,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.1680927,9.585543314,12.02,6.41,24.94,2.38,10.37,adumanafo2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
25,adumanafo 3a,1.012,10.75,1.09,279.2404155,1.22,1.235345721,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.8726052,6.968821186,8.92,6.22,17.25,1.89,10.58,adumanafo3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
26,adumanafo 3b,1.019,4.98,1.19,303.492419,1.25,1.874043855,Short-duration,Low-intensity,Weak,,0.273166865,0.278286132,33.11604971,278.286132,273,278.187,0.278187,33.104253,31.61147807,33.11604971,124.6208093,4.967046456,6.96,6.78,15.34,1.82,10.8,adumanafo3,0.015825995,NA,0.066867767,0.080127664,>=LOQ,NA,>=LOQ,>=LOQ,TRUE,FALSE,TRUE,TRUE,0.015825995,NA,0.066867767,0.080127664,3,FALSE,PPa+PCa+POCC,0.016126689,16.12668891,1.91907598,1.91907598,NA,NA,NA,NA,0.068138255,68.13825457,8.108452294,8.108452294,0.08165009,81.65008962,9.716360664,9.716360664,5.795002715,NA,24.48496232,29.34033724,59.62030228,FALSE,0.165915033,19.74388894,19.74388894,9.719847927,9.719847927,NA,NA,41.068162,41.068162,49.21199007,49.21199007
27,adumanafo 3c,1.027,8.05,1.29,328.0609997,1.4,2.685171453,Short-duration,Low-intensity,Weak,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.5557023,5.698833003,7.23,6.14,15.61,2.01,10.57,adumanafo3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
28,agric_ref 1a,1.015,17.49,1.01,258.436389,1.22,1.452431304,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.26840622,2.68050693,4.44,4.82,19.97,2.02,13.68,agric1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
29,agric_ref 1b,1.009,30.71,1.01,257.2756562,1.45,0.915105561,Long-duration,Low-intensity,Moderate,,0.23576005,0.237917503,24.0296678,237.917503,NA,NA,NA,NA,NA,24.0296678,25.13096985,1.181587958,2.25,4.59,11.12,1.12,13.66,agric1,0.005532893,NA,0.008533921,0.132815572,LOD–LOQ,NA,LOD–LOQ,>=LOQ,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,0.132815572,1,FALSE,POCC,0.005582689,5.582689037,0.563851593,0.563851593,NA,NA,NA,NA,0.008610726,8.610726289,0.869683355,0.869683355,0.134010912,134.0109121,13.53510213,13.53510213,2.346481014,NA,3.619206734,56.32663022,62.29231797,FALSE,0.148204327,14.96863707,14.96863707,3.766886657,3.766886657,NA,NA,5.810037018,5.810037018,90.42307632,90.42307632
30,agric_ref 1c,1.013,34.06,0.86,219.3853239,1.3,1.337681136,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.49947355,1.571392833,3.09,5.21,13.52,1.16,13.46,agric1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
31,agric_ref 2a,1.019,12.39,1.28,327.185655,1.46,1.896276596,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.76825628,1.359359358,2.99,4.71,12.85,1.65,14.95,agric2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
32,agric_ref 2b,1.016,7.87,1.22,312.282739,1.33,1.57141603,Long-duration,Low-intensity,Moderate,,0.190814575,0.193813065,23.64519393,193.813065,NA,NA,NA,NA,NA,23.64519393,43.45878687,1.683391465,3.12,5.03,11.8,1.44,15.22,agric2,0.007450315,NA,0.008775139,0.12370341,LOD–LOQ,NA,LOD–LOQ,>=LOQ,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,0.12370341,1,FALSE,POCC,0.00756952,7.56952004,0.923481445,0.923481445,NA,NA,NA,NA,0.008915541,8.915541224,1.087696029,1.087696029,0.125682665,125.6826646,15.33328508,15.33328508,3.9055778,NA,4.600072355,64.84736442,73.35301458,FALSE,0.142167726,17.34446255,17.34446255,5.324358954,5.324358954,NA,NA,6.271142886,6.271142886,88.40449816,88.40449816
33,agric_ref 2c,1.01,4.81,1.21,309.06747,1.27,0.974715958,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,191,192.91,0.19291,23.34211,22.28954081,22.28954081,31.55421163,1.234978903,3.1,4.81,12.24,1.48,15.64,agric2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
34,agric_ref 3a,1.009,9.67,1.27,324.2792488,1.41,0.897606383,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.55469563,0.80404108,2.28,4.44,10.25,1.3,17.28,agric3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
35,agric_ref 3b,1.01,16.68,1.05,267.5939522,1.26,0.977618421,Long-duration,Low-intensity,Moderate,,0.214629492,0.216727749,22.75641365,216.727749,NA,NA,NA,NA,NA,22.75641365,31.11378684,1.406475204,2.85,4.69,10.94,1.15,14.63,agric3,0.006258928,NA,0.008982326,0.088052084,LOD–LOQ,NA,LOD–LOQ,>=LOQ,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,0.088052084,1,FALSE,POCC,0.006321517,6.32151728,0.663759314,0.663759314,NA,NA,NA,NA,0.009072149,9.07214926,0.952575672,0.952575672,0.088932605,88.93260484,9.337923508,9.337923508,2.91680106,NA,4.185965711,41.03424931,48.13701608,FALSE,0.104326271,10.95425849,10.95425849,6.059372387,6.059372387,NA,NA,8.695939326,8.695939326,85.24468829,85.24468829
36,agric_ref 3c,1.007,10.99,1.39,355.7719053,1.57,0.721837404,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.96097894,0.542679451,1.67,4.75,8.54,1.19,18.83,agric3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
37,agric_ref 4a,1.008,1.22,1.29,328.5636182,1.3,0.848049402,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.61033571,0.869236974,2.19,4.26,11.07,1.43,17.49,agric4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
38,agric_ref 4b,1.007,2.21,1.33,340.5995576,1.36,0.67834567,Long-duration,Low-intensity,Moderate,,0.127576335,0.128441743,17.08275182,128.441743,NA,NA,NA,NA,NA,17.08275182,22.54611513,0.800724547,1.82,4.97,8.12,1.08,17.7,agric4,0.00835923,NA,0.006741441,0.084993171,LOD–LOQ,NA,LOD–LOQ,>=LOQ,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,0.084993171,1,FALSE,POCC,0.008417745,8.41774461,1.119560033,1.119560033,NA,NA,NA,NA,0.006788631,6.788631087,0.902887935,0.902887935,0.085588123,85.5881232,11.38322039,11.38322039,6.553745234,NA,5.285377579,66.63575345,78.47487627,FALSE,0.100794499,13.40566835,13.40566835,8.351392886,8.351392886,NA,NA,6.735120628,6.735120628,84.91348649,84.91348649
39,agric_ref 4c,1.009,7.7,1.31,333.914034,1.42,0.852305012,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.85102813,1.190062569,2.35,4.46,8.72,1.14,15.79,agric4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
40,agric_ref 5a,1.01,6.51,1.21,308.2971178,1.29,0.95131679,Long-duration,Low-intensity,Moderate,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.58671857,3.711215695,4.78,5.01,13.61,1.64,16.92,agric5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
